linha,coluna,valor,motivo
2757,data_emissao_recebimento,,Data inválida — ignorada
2758,vencimento,30DFM,Data inválida — ignorada
2758,data_emissao_recebimento,,Data inválida — ignorada
2759,vencimento,C/APRES.,Data inválida — ignorada
2759,data_emissao_recebimento,,Data inválida — ignorada
2760,vencimento,C/APRES.,Data inválida — ignorada
2760,data_emissao_recebimento,,Data inválida — ignorada
2761,vencimento,C/APRES.,Data inválida — ignorada
2761,data_emissao_recebimento,,Data inválida — ignorada
2762,data_emissao_recebimento,,Data inválida — ignorada
2763,data_emissao_recebimento,,Data inválida — ignorada
2764,vencimento,C/APRES.,Data inválida — ignorada
2764,data_emissao_recebimento,,Data inválida — ignorada
2765,vencimento,C/APRES.,Data inválida — ignorada
2765,data_emissao_recebimento,,Data inválida — ignorada
2766,vencimento,C/APRES.,Data inválida — ignorada
2766,data_emissao_recebimento,,Data inválida — ignorada
2767,vencimento,C/APRES.,Data inválida — ignorada
2767,data_emissao_recebimento,,Data inválida — ignorada
2768,vencimento,C/APRES.,Data inválida — ignorada
2768,data_emissao_recebimento,,Data inválida — ignorada
2769,vencimento,C/APRES.,Data inválida — ignorada
2769,data_emissao_recebimento,,Data inválida — ignorada
2770,data_emissao_recebimento,,Data inválida — ignorada
2771,data_emissao_recebimento,,Data inválida — ignorada
2772,data_emissao_recebimento,,Data inválida — ignorada
2773,data_emissao_recebimento,,Data inválida — ignorada
2774,vencimento,C/APRES.,Data inválida — ignorada
2774,data_emissao_recebimento,,Data inválida — ignorada
2775,vencimento,C/APRES.,Data inválida — ignorada
2775,data_emissao_recebimento,,Data inválida — ignorada
2776,vencimento,C/APRES.,Data inválida — ignorada
2776,data_emissao_recebimento,,Data inválida — ignorada
2777,data_emissao_recebimento,,Data inválida — ignorada
2778,data_emissao_recebimento,,Data inválida — ignorada
2779,data_emissao_recebimento,,Data inválida — ignorada
2780,data_emissao_recebimento,,Data inválida — ignorada
2781,data_emissao_recebimento,,Data inválida — ignorada
2782,data_emissao_recebimento,,Data inválida — ignorada
2783,vencimento,C/APRES.,Data inválida — ignorada
2783,data_emissao_recebimento,,Data inválida — ignorada
2784,data_emissao_recebimento,,Data inválida — ignorada
2785,data_emissao_recebimento,,Data inválida — ignorada
2786,data_emissao_recebimento,,Data inválida — ignorada
2787,data_emissao_recebimento,,Data inválida — ignorada
2788,data_emissao_recebimento,,Data inválida — ignorada
2789,data_emissao_recebimento,,Data inválida — ignorada
2790,data_emissao_recebimento,,Data inválida — ignorada
2791,data_emissao_recebimento,,Data inválida — ignorada
2792,data_emissao_recebimento,,Data inválida — ignorada
2793,data_emissao_recebimento,,Data inválida — ignorada
2794,data_emissao_recebimento,,Data inválida — ignorada
2795,data_emissao_recebimento,,Data inválida — ignorada
2796,data_emissao_recebimento,,Data inválida — ignorada
2797,data_emissao_recebimento,,Data inválida — ignorada
2798,vencimento,C/APRES.,Data inválida — ignorada
2798,data_emissao_recebimento,,Data inválida — ignorada
2799,data_emissao_recebimento,,Data inválida — ignorada
2800,vencimento,60DFM,Data inválida — ignorada
2800,data_emissao_recebimento,,Data inválida — ignorada
2801,vencimento,60DFM,Data inválida — ignorada
2801,data_emissao_recebimento,,Data inválida — ignorada
2802,vencimento,C/APRES.,Data inválida — ignorada
2802,data_emissao_recebimento,,Data inválida — ignorada
2803,vencimento,C/APRES.,Data inválida — ignorada
2803,data_emissao_recebimento,,Data inválida — ignorada
2804,vencimento,A vista,Data inválida — ignorada
2804,data_emissao_recebimento,,Data inválida — ignorada
2805,data_emissao_recebimento,,Data inválida — ignorada
2806,vencimento,C/APRES.,Data inválida — ignorada
2806,data_emissao_recebimento,,Data inválida — ignorada
2807,vencimento,C/APRES.,Data inválida — ignorada
2807,data_emissao_recebimento,,Data inválida — ignorada
2808,data_emissao_recebimento,,Data inválida — ignorada
2809,vencimento,C/APRES.,Data inválida — ignorada
2809,data_emissao_recebimento,,Data inválida — ignorada
2810,vencimento,C/APRES.,Data inválida — ignorada
2810,data_emissao_recebimento,,Data inválida — ignorada
2811,vencimento,C/APRES.,Data inválida — ignorada
2811,data_emissao_recebimento,,Data inválida — ignorada
2812,data_emissao_recebimento,,Data inválida — ignorada
2813,vencimento,C/APRES.,Data inválida — ignorada
2813,data_emissao_recebimento,,Data inválida — ignorada
2814,data_emissao_recebimento,,Data inválida — ignorada
2815,vencimento,C/APRES.,Data inválida — ignorada
2815,data_emissao_recebimento,,Data inválida — ignorada
2816,vencimento,C/APRES.,Data inválida — ignorada
2816,data_emissao_recebimento,,Data inválida — ignorada
2817,data_emissao_recebimento,,Data inválida — ignorada
2818,vencimento,C/APRES.,Data inválida — ignorada
2818,data_emissao_recebimento,,Data inválida — ignorada
2819,data_emissao_recebimento,,Data inválida — ignorada
2820,vencimento,C/APRES.,Data inválida — ignorada
2820,data_emissao_recebimento,,Data inválida — ignorada
2821,vencimento,C/APRES.,Data inválida — ignorada
2821,data_emissao_recebimento,,Data inválida — ignorada
2822,vencimento,C/APRES.,Data inválida — ignorada
2822,data_emissao_recebimento,,Data inválida — ignorada
2823,data_emissao_recebimento,,Data inválida — ignorada
2824,vencimento,C/APRES.,Data inválida — ignorada
2824,data_emissao_recebimento,,Data inválida — ignorada
2825,data_emissao_recebimento,,Data inválida — ignorada
2826,data_emissao_recebimento,,Data inválida — ignorada
2827,data_emissao_recebimento,,Data inválida — ignorada
2828,data_emissao_recebimento,,Data inválida — ignorada
2829,data_emissao_recebimento,,Data inválida — ignorada
2830,data_emissao_recebimento,,Data inválida — ignorada
2831,vencimento,C/APRES.,Data inválida — ignorada
2831,data_emissao_recebimento,,Data inválida — ignorada
2832,vencimento,15DFM,Data inválida — ignorada
2832,data_emissao_recebimento,,Data inválida — ignorada
2833,data_emissao_recebimento,,Data inválida — ignorada
2834,data_emissao_recebimento,,Data inválida — ignorada
2835,vencimento,C/APRES.,Data inválida — ignorada
2835,data_emissao_recebimento,,Data inválida — ignorada
2836,vencimento,C/APRES.,Data inválida — ignorada
2836,data_emissao_recebimento,,Data inválida — ignorada
2837,data_emissao_recebimento,,Data inválida — ignorada
2838,data_emissao_recebimento,,Data inválida — ignorada
2839,vencimento,C/APRES.,Data inválida — ignorada
2839,data_emissao_recebimento,,Data inválida — ignorada
2840,vencimento,C/APRES.,Data inválida — ignorada
2840,data_emissao_recebimento,,Data inválida — ignorada
2841,vencimento,C/APRES.,Data inválida — ignorada
2841,data_emissao_recebimento,,Data inválida — ignorada
2842,data_emissao_recebimento,,Data inválida — ignorada
2843,vencimento,Via programática,Data inválida — ignorada
2843,data_emissao_recebimento,,Data inválida — ignorada
2844,data_emissao_recebimento,,Data inválida — ignorada
2845,data_emissao_recebimento,,Data inválida — ignorada
2846,vencimento,C/APRES.,Data inválida — ignorada
2846,data_emissao_recebimento,,Data inválida — ignorada
2847,data_emissao_recebimento,,Data inválida — ignorada
2848,vencimento,C/APRES.,Data inválida — ignorada
2848,data_emissao_recebimento,,Data inválida — ignorada
2849,vencimento,C/APRES.,Data inválida — ignorada
2849,data_emissao_recebimento,,Data inválida — ignorada
2850,data_emissao_recebimento,,Data inválida — ignorada
2851,data_emissao_recebimento,,Data inválida — ignorada
2852,data_emissao_recebimento,,Data inválida — ignorada
2853,data_emissao_recebimento,,Data inválida — ignorada
2854,data_emissao_recebimento,,Data inválida — ignorada
2855,data_emissao_recebimento,,Data inválida — ignorada
2856,data_emissao_recebimento,,Data inválida — ignorada
2857,data_emissao_recebimento,,Data inválida — ignorada
2858,data_emissao_recebimento,,Data inválida — ignorada
2859,data_emissao_recebimento,,Data inválida — ignorada
2860,vencimento,C/APRES.,Data inválida — ignorada
2860,data_emissao_recebimento,,Data inválida — ignorada
2861,vencimento,C/APRES.,Data inválida — ignorada
2861,data_emissao_recebimento,,Data inválida — ignorada
2862,data_emissao_recebimento,,Data inválida — ignorada
2863,data_emissao_recebimento,,Data inválida — ignorada
2864,data_emissao_recebimento,,Data inválida — ignorada
2865,data_emissao_recebimento,,Data inválida — ignorada
2866,data_emissao_recebimento,,Data inválida — ignorada
2867,data_emissao_recebimento,,Data inválida — ignorada
2868,data_emissao_recebimento,,Data inválida — ignorada
2869,vencimento,C/APRES.,Data inválida — ignorada
2869,data_emissao_recebimento,,Data inválida — ignorada
2870,data_emissao_recebimento,,Data inválida — ignorada
2871,data_emissao_recebimento,,Data inválida — ignorada
2872,vencimento,C/APRES.,Data inválida — ignorada
2872,data_emissao_recebimento,,Data inválida — ignorada
2873,vencimento,15DFM,Data inválida — ignorada
2873,data_emissao_recebimento,,Data inválida — ignorada
2874,data_emissao_recebimento,,Data inválida — ignorada
2875,data_emissao_recebimento,,Data inválida — ignorada
2876,data_emissao_recebimento,,Data inválida — ignorada
2877,data_emissao_recebimento,,Data inválida — ignorada
2878,data_emissao_recebimento,,Data inválida — ignorada
2879,data_emissao_recebimento,,Data inválida — ignorada
2880,data_emissao_recebimento,,Data inválida — ignorada
2881,data_emissao_recebimento,,Data inválida — ignorada
2882,data_emissao_recebimento,,Data inválida — ignorada
2883,data_emissao_recebimento,,Data inválida — ignorada
2884,data_emissao_recebimento,,Data inválida — ignorada
2885,data_emissao_recebimento,,Data inválida — ignorada
2886,data_emissao_recebimento,,Data inválida — ignorada
2887,data_emissao_recebimento,,Data inválida — ignorada
2888,data_emissao_recebimento,,Data inválida — ignorada
2889,data_emissao_recebimento,,Data inválida — ignorada
2890,vencimento,C/APRES.,Data inválida — ignorada
2890,data_emissao_recebimento,,Data inválida — ignorada
2891,vencimento,Via programática,Data inválida — ignorada
2891,data_emissao_recebimento,,Data inválida — ignorada
2892,vencimento,C/APRES.,Data inválida — ignorada
2892,data_emissao_recebimento,,Data inválida — ignorada
2893,vencimento,C/APRES.,Data inválida — ignorada
2893,data_emissao_recebimento,,Data inválida — ignorada
2894,data_emissao_recebimento,,Data inválida — ignorada
2895,data_emissao_recebimento,,Data inválida — ignorada
2896,data_emissao_recebimento,,Data inválida — ignorada
2897,data_emissao_recebimento,,Data inválida — ignorada
2898,data_emissao_recebimento,,Data inválida — ignorada
2899,data_emissao_recebimento,,Data inválida — ignorada
2900,data_emissao_recebimento,,Data inválida — ignorada
2901,data_emissao_recebimento,,Data inválida — ignorada
2902,data_emissao_recebimento,,Data inválida — ignorada
2903,vencimento,15DFM,Data inválida — ignorada
2903,data_emissao_recebimento,,Data inválida — ignorada
2904,data_emissao_recebimento,,Data inválida — ignorada
2905,data_emissao_recebimento,,Data inválida — ignorada
2906,data_emissao_recebimento,,Data inválida — ignorada
2907,data_emissao_recebimento,,Data inválida — ignorada
2908,data_emissao_recebimento,,Data inválida — ignorada
2909,data_emissao_recebimento,,Data inválida — ignorada
2910,data_emissao_recebimento,,Data inválida — ignorada
2911,vencimento,C/APRES.,Data inválida — ignorada
2911,data_emissao_recebimento,,Data inválida — ignorada
2912,vencimento,C/APRES.,Data inválida — ignorada
2912,data_emissao_recebimento,,Data inválida — ignorada
2913,data_emissao_recebimento,,Data inválida — ignorada
2914,data_emissao_recebimento,,Data inválida — ignorada
2915,data_emissao_recebimento,,Data inválida — ignorada
2916,vencimento,C/APRES.,Data inválida — ignorada
2916,data_emissao_recebimento,,Data inválida — ignorada
2917,vencimento,C/APRES.,Data inválida — ignorada
2917,data_emissao_recebimento,,Data inválida — ignorada
2918,data_emissao_recebimento,,Data inválida — ignorada
2919,data_emissao_recebimento,,Data inválida — ignorada
2920,data_emissao_recebimento,,Data inválida — ignorada
2921,vencimento,45DFM,Data inválida — ignorada
2921,data_emissao_recebimento,,Data inválida — ignorada
2922,vencimento,C/APRES.,Data inválida — ignorada
2922,data_emissao_recebimento,,Data inválida — ignorada
2923,data_emissao_recebimento,,Data inválida — ignorada
2924,vencimento,C/APRES.,Data inválida — ignorada
2924,data_emissao_recebimento,,Data inválida — ignorada
2925,vencimento,C/APRES.,Data inválida — ignorada
2925,data_emissao_recebimento,,Data inválida — ignorada
2926,data_emissao_recebimento,,Data inválida — ignorada
2927,data_emissao_recebimento,,Data inválida — ignorada
2928,data_emissao_recebimento,,Data inválida — ignorada
2934,vencimento,C/APRES,Data inválida — ignorada
2935,vencimento,C/APRES,Data inválida — ignorada
2936,data_emissao_recebimento,,Data inválida — ignorada
2937,data_emissao_recebimento,,Data inválida — ignorada
2938,data_emissao_recebimento,,Data inválida — ignorada
2939,data_emissao_recebimento,,Data inválida — ignorada
2940,data_emissao_recebimento,,Data inválida — ignorada
2941,data_emissao_recebimento,,Data inválida — ignorada
2942,data_emissao_recebimento,,Data inválida — ignorada
2943,data_emissao_recebimento,,Data inválida — ignorada
2944,data_emissao_recebimento,,Data inválida — ignorada
2945,data_emissao_recebimento,,Data inválida — ignorada
2946,data_emissao_recebimento,,Data inválida — ignorada
2947,vencimento,PERMUTA,Data inválida — ignorada
2947,data_emissao_recebimento,,Data inválida — ignorada
2948,vencimento,PERMUTA,Data inválida — ignorada
2948,data_emissao_recebimento,,Data inválida — ignorada
2949,data_emissao_recebimento,,Data inválida — ignorada
2950,vencimento,C/APRES.,Data inválida — ignorada
2950,data_emissao_recebimento,,Data inválida — ignorada
2951,vencimento,C/APRES.,Data inválida — ignorada
2951,data_emissao_recebimento,,Data inválida — ignorada
2952,data_emissao_recebimento,,Data inválida — ignorada
2953,vencimento,C/APRES.,Data inválida — ignorada
2953,data_emissao_recebimento,,Data inválida — ignorada
2954,vencimento,C/APRES.,Data inválida — ignorada
2954,data_emissao_recebimento,,Data inválida — ignorada
2955,vencimento,C/APRES.,Data inválida — ignorada
2955,data_emissao_recebimento,,Data inválida — ignorada
2956,vencimento,C/APRES.,Data inválida — ignorada
2956,data_emissao_recebimento,,Data inválida — ignorada
2957,vencimento,C/APRES.,Data inválida — ignorada
2957,data_emissao_recebimento,,Data inválida — ignorada
2958,vencimento,C/APRES.,Data inválida — ignorada
2958,data_emissao_recebimento,,Data inválida — ignorada
2959,vencimento,C/APRES.,Data inválida — ignorada
2959,data_emissao_recebimento,,Data inválida — ignorada
2960,data_emissao_recebimento,,Data inválida — ignorada
2961,vencimento,C/APRES.,Data inválida — ignorada
2961,data_emissao_recebimento,,Data inválida — ignorada
2962,vencimento,C/APRES.,Data inválida — ignorada
2962,data_emissao_recebimento,,Data inválida — ignorada
2963,vencimento,C/APRES.,Data inválida — ignorada
2963,data_emissao_recebimento,,Data inválida — ignorada
2964,data_emissao_recebimento,,Data inválida — ignorada
2965,vencimento,30DFM,Data inválida — ignorada
2965,data_emissao_recebimento,,Data inválida — ignorada
2966,data_emissao_recebimento,,Data inválida — ignorada
2967,vencimento,C/APRES.,Data inválida — ignorada
2967,data_emissao_recebimento,,Data inválida — ignorada
2968,vencimento,C/APRES.,Data inválida — ignorada
2968,data_emissao_recebimento,,Data inválida — ignorada
2969,vencimento,Via programática,Data inválida — ignorada
2969,data_emissao_recebimento,,Data inválida — ignorada
2970,data_emissao_recebimento,,Data inválida — ignorada
2971,data_emissao_recebimento,,Data inválida — ignorada
2972,data_emissao_recebimento,,Data inválida — ignorada
2973,data_emissao_recebimento,,Data inválida — ignorada
2974,data_emissao_recebimento,,Data inválida — ignorada
2975,data_emissao_recebimento,,Data inválida — ignorada
2976,data_emissao_recebimento,,Data inválida — ignorada
2977,data_emissao_recebimento,,Data inválida — ignorada
2978,data_emissao_recebimento,,Data inválida — ignorada
2979,vencimento,C/APRES.,Data inválida — ignorada
2979,data_emissao_recebimento,,Data inválida — ignorada
2980,vencimento,C/APRES.,Data inválida — ignorada
2980,data_emissao_recebimento,,Data inválida — ignorada
2981,vencimento,Via programática,Data inválida — ignorada
2981,data_emissao_recebimento,,Data inválida — ignorada
2982,vencimento,C/APRES.,Data inválida — ignorada
2982,data_emissao_recebimento,,Data inválida — ignorada
2983,vencimento,C/APRES.,Data inválida — ignorada
2983,data_emissao_recebimento,,Data inválida — ignorada
2984,vencimento,C/APRES.,Data inválida — ignorada
2984,data_emissao_recebimento,,Data inválida — ignorada
2985,vencimento,C/APRES.,Data inválida — ignorada
2985,data_emissao_recebimento,,Data inválida — ignorada
2986,vencimento,C/APRES.,Data inválida — ignorada
2986,data_emissao_recebimento,,Data inválida — ignorada
2987,vencimento,C/APRES.,Data inválida — ignorada
2987,data_emissao_recebimento,,Data inválida — ignorada
2988,data_emissao_recebimento,,Data inválida — ignorada
2989,data_emissao_recebimento,,Data inválida — ignorada
2990,data_emissao_recebimento,,Data inválida — ignorada
2991,data_emissao_recebimento,,Data inválida — ignorada
2992,data_emissao_recebimento,,Data inválida — ignorada
2993,data_emissao_recebimento,,Data inválida — ignorada
2994,data_emissao_recebimento,,Data inválida — ignorada
2995,data_emissao_recebimento,,Data inválida — ignorada
2996,data_emissao_recebimento,,Data inválida — ignorada
2997,data_emissao_recebimento,,Data inválida — ignorada
2998,data_emissao_recebimento,,Data inválida — ignorada
2999,data_emissao_recebimento,,Data inválida — ignorada
3000,data_emissao_recebimento,,Data inválida — ignorada
3001,data_emissao_recebimento,,Data inválida — ignorada
3002,vencimento,C/APRES.,Data inválida — ignorada
3002,data_emissao_recebimento,,Data inválida — ignorada
3003,data_emissao_recebimento,,Data inválida — ignorada
3004,vencimento,C/APRES.,Data inválida — ignorada
3004,data_emissao_recebimento,,Data inválida — ignorada
3005,data_emissao_recebimento,,Data inválida — ignorada
3006,data_emissao_recebimento,,Data inválida — ignorada
3007,vencimento,C/APRES.,Data inválida — ignorada
3007,data_emissao_recebimento,,Data inválida — ignorada
3008,data_emissao_recebimento,,Data inválida — ignorada
3009,data_emissao_recebimento,,Data inválida — ignorada
3010,data_emissao_recebimento,,Data inválida — ignorada
3011,data_emissao_recebimento,,Data inválida — ignorada
3012,vencimento,C/APRES.,Data inválida — ignorada
3012,data_emissao_recebimento,,Data inválida — ignorada
3013,data_emissao_recebimento,,Data inválida — ignorada
3014,vencimento,C/APRES.,Data inválida — ignorada
3014,data_emissao_recebimento,,Data inválida — ignorada
3015,data_emissao_recebimento,,Data inválida — ignorada
3016,data_emissao_recebimento,,Data inválida — ignorada
3017,vencimento,C/APRES.,Data inválida — ignorada
3017,data_emissao_recebimento,,Data inválida — ignorada
3018,vencimento,C/APRES.,Data inválida — ignorada
3018,data_emissao_recebimento,,Data inválida — ignorada
3019,vencimento,C/APRES.,Data inválida — ignorada
3019,data_emissao_recebimento,,Data inválida — ignorada
3020,data_emissao_recebimento,,Data inválida — ignorada
3021,vencimento,15DFM,Data inválida — ignorada
3021,data_emissao_recebimento,,Data inválida — ignorada
3022,vencimento,45DFM,Data inválida — ignorada
3022,data_emissao_recebimento,,Data inválida — ignorada
3023,data_emissao_recebimento,,Data inválida — ignorada
3024,data_emissao_recebimento,,Data inválida — ignorada
3025,vencimento,C/APRES.,Data inválida — ignorada
3025,data_emissao_recebimento,,Data inválida — ignorada
3026,data_emissao_recebimento,,Data inválida — ignorada
3027,vencimento,30DFM,Data inválida — ignorada
3027,data_emissao_recebimento,,Data inválida — ignorada
3028,vencimento,30DFM,Data inválida — ignorada
3028,data_emissao_recebimento,,Data inválida — ignorada
3029,vencimento,C/APRES.,Data inválida — ignorada
3029,data_emissao_recebimento,,Data inválida — ignorada
3030,vencimento,C/APRES.,Data inválida — ignorada
3030,data_emissao_recebimento,,Data inválida — ignorada
3031,vencimento,C/APRES.,Data inválida — ignorada
3031,data_emissao_recebimento,,Data inválida — ignorada
3032,vencimento,C/APRES.,Data inválida — ignorada
3032,data_emissao_recebimento,,Data inválida — ignorada
3033,vencimento,C/APRES.,Data inválida — ignorada
3033,data_emissao_recebimento,,Data inválida — ignorada
3034,vencimento,C/APRES.,Data inválida — ignorada
3034,data_emissao_recebimento,,Data inválida — ignorada
3035,vencimento,C/APRES.,Data inválida — ignorada
3035,data_emissao_recebimento,,Data inválida — ignorada
3036,vencimento,C/APRES.,Data inválida — ignorada
3036,data_emissao_recebimento,,Data inválida — ignorada
3037,vencimento,C/APRES.,Data inválida — ignorada
3037,data_emissao_recebimento,,Data inválida — ignorada
3038,vencimento,C/APRES.,Data inválida — ignorada
3038,data_emissao_recebimento,,Data inválida — ignorada
3039,data_emissao_recebimento,,Data inválida — ignorada
3040,vencimento,C/APRES.,Data inválida — ignorada
3040,data_emissao_recebimento,,Data inválida — ignorada
3041,vencimento,C/APRES.,Data inválida — ignorada
3041,data_emissao_recebimento,,Data inválida — ignorada
3042,data_emissao_recebimento,,Data inválida — ignorada
3043,vencimento,C/APRES.,Data inválida — ignorada
3043,data_emissao_recebimento,,Data inválida — ignorada
3044,data_emissao_recebimento,,Data inválida — ignorada
3045,data_emissao_recebimento,,Data inválida — ignorada
3046,data_emissao_recebimento,,Data inválida — ignorada
3047,data_emissao_recebimento,,Data inválida — ignorada
3048,data_emissao_recebimento,,Data inválida — ignorada
3049,data_emissao_recebimento,,Data inválida — ignorada
3050,vencimento,C/APRES.,Data inválida — ignorada
3050,data_emissao_recebimento,,Data inválida — ignorada
3051,vencimento,C/APRES.,Data inválida — ignorada
3051,data_emissao_recebimento,,Data inválida — ignorada
3052,vencimento,C/APRES.,Data inválida — ignorada
3052,data_emissao_recebimento,,Data inválida — ignorada
3053,data_emissao_recebimento,,Data inválida — ignorada
3054,vencimento,C/APRES.,Data inválida — ignorada
3054,data_emissao_recebimento,,Data inválida — ignorada
3055,vencimento,C/APRES.,Data inválida — ignorada
3055,data_emissao_recebimento,,Data inválida — ignorada
3056,data_emissao_recebimento,,Data inválida — ignorada
3057,data_emissao_recebimento,,Data inválida — ignorada
3058,data_emissao_recebimento,,Data inválida — ignorada
3059,data_emissao_recebimento,,Data inválida — ignorada
3060,data_emissao_recebimento,,Data inválida — ignorada
3061,data_emissao_recebimento,,Data inválida — ignorada
3062,vencimento,C/APRES.,Data inválida — ignorada
3062,data_emissao_recebimento,,Data inválida — ignorada
3063,vencimento,C/APRES.,Data inválida — ignorada
3063,data_emissao_recebimento,,Data inválida — ignorada
3064,data_emissao_recebimento,,Data inválida — ignorada
3065,data_emissao_recebimento,,Data inválida — ignorada
3066,data_emissao_recebimento,,Data inválida — ignorada
3067,data_emissao_recebimento,,Data inválida — ignorada
3068,data_emissao_recebimento,,Data inválida — ignorada
3069,data_emissao_recebimento,,Data inválida — ignorada
3070,vencimento,C/APRES.,Data inválida — ignorada
3070,data_emissao_recebimento,,Data inválida — ignorada
3071,vencimento,C/APRES.,Data inválida — ignorada
3071,data_emissao_recebimento,,Data inválida — ignorada
3072,data_emissao_recebimento,,Data inválida — ignorada
3073,data_emissao_recebimento,,Data inválida — ignorada
3074,data_emissao_recebimento,,Data inválida — ignorada
3075,data_emissao_recebimento,,Data inválida — ignorada
3076,data_emissao_recebimento,,Data inválida — ignorada
3077,data_emissao_recebimento,,Data inválida — ignorada
3078,data_emissao_recebimento,,Data inválida — ignorada
3079,data_emissao_recebimento,,Data inválida — ignorada
3080,data_emissao_recebimento,,Data inválida — ignorada
3081,data_emissao_recebimento,,Data inválida — ignorada
3082,data_emissao_recebimento,,Data inválida — ignorada
3083,data_emissao_recebimento,,Data inválida — ignorada
3084,data_emissao_recebimento,,Data inválida — ignorada
3085,vencimento,15DFM,Data inválida — ignorada
3085,data_emissao_recebimento,,Data inválida — ignorada
3086,data_emissao_recebimento,,Data inválida — ignorada
3087,vencimento,C/APRES.,Data inválida — ignorada
3087,data_emissao_recebimento,,Data inválida — ignorada
3088,vencimento,C/APRES.,Data inválida — ignorada
3088,data_emissao_recebimento,,Data inválida — ignorada
3089,data_emissao_recebimento,,Data inválida — ignorada
3090,data_emissao_recebimento,,Data inválida — ignorada
3091,vencimento,15DFM,Data inválida — ignorada
3091,data_emissao_recebimento,,Data inválida — ignorada
3092,data_emissao_recebimento,,Data inválida — ignorada
3093,vencimento,30DFM,Data inválida — ignorada
3093,data_emissao_recebimento,,Data inválida — ignorada
3094,vencimento,C/APRES.,Data inválida — ignorada
3094,data_emissao_recebimento,,Data inválida — ignorada
3095,vencimento,C/APRES.,Data inválida — ignorada
3095,data_emissao_recebimento,,Data inválida — ignorada
3096,vencimento,C/APRES.,Data inválida — ignorada
3096,data_emissao_recebimento,,Data inválida — ignorada
3097,data_emissao_recebimento,,Data inválida — ignorada
3098,vencimento,C/APRES.,Data inválida — ignorada
3098,data_emissao_recebimento,,Data inválida — ignorada
3099,vencimento,C/APRES.,Data inválida — ignorada
3099,data_emissao_recebimento,,Data inválida — ignorada
3100,data_emissao_recebimento,,Data inválida — ignorada
3101,vencimento,C/APRES.,Data inválida — ignorada
3101,data_emissao_recebimento,,Data inválida — ignorada
3102,vencimento,30DFM,Data inválida — ignorada
3102,data_emissao_recebimento,,Data inválida — ignorada
3103,data_emissao_recebimento,,Data inválida — ignorada
3104,data_emissao_recebimento,,Data inválida — ignorada
3105,data_emissao_recebimento,,Data inválida — ignorada
3106,data_emissao_recebimento,,Data inválida — ignorada
3107,vencimento,C/APRES.,Data inválida — ignorada
3107,data_emissao_recebimento,,Data inválida — ignorada
3108,vencimento,C/APRES.,Data inválida — ignorada
3108,data_emissao_recebimento,,Data inválida — ignorada
3109,vencimento,15DFM,Data inválida — ignorada
3109,data_emissao_recebimento,,Data inválida — ignorada
3110,data_emissao_recebimento,,Data inválida — ignorada
3111,data_emissao_recebimento,,Data inválida — ignorada
3112,data_emissao_recebimento,,Data inválida — ignorada
3113,data_emissao_recebimento,,Data inválida — ignorada
3114,vencimento,30DFM,Data inválida — ignorada
3114,data_emissao_recebimento,,Data inválida — ignorada
3115,vencimento,30DFM,Data inválida — ignorada
3115,data_emissao_recebimento,,Data inválida — ignorada
3116,vencimento,C/APRES.,Data inválida — ignorada
3116,data_emissao_recebimento,,Data inválida — ignorada
3117,vencimento,C/APRES.,Data inválida — ignorada
3117,data_emissao_recebimento,,Data inválida — ignorada
3118,vencimento,C/APRES.,Data inválida — ignorada
3118,data_emissao_recebimento,,Data inválida — ignorada
3119,vencimento,C/APRES.,Data inválida — ignorada
3119,data_emissao_recebimento,,Data inválida — ignorada
3120,data_emissao_recebimento,,Data inválida — ignorada
3121,data_emissao_recebimento,,Data inválida — ignorada
3122,data_emissao_recebimento,,Data inválida — ignorada
3123,data_emissao_recebimento,,Data inválida — ignorada
3124,data_emissao_recebimento,,Data inválida — ignorada
3125,data_emissao_recebimento,,Data inválida — ignorada
3126,vencimento,C/APRES.,Data inválida — ignorada
3126,data_emissao_recebimento,,Data inválida — ignorada
3127,data_emissao_recebimento,,Data inválida — ignorada
3128,data_emissao_recebimento,,Data inválida — ignorada
3129,vencimento,C/APRES.,Data inválida — ignorada
3129,data_emissao_recebimento,,Data inválida — ignorada
3130,data_emissao_recebimento,,Data inválida — ignorada
3131,data_emissao_recebimento,,Data inválida — ignorada
3132,data_emissao_recebimento,,Data inválida — ignorada
3133,data_emissao_recebimento,,Data inválida — ignorada
3134,vencimento,C/APRES.,Data inválida — ignorada
3134,data_emissao_recebimento,,Data inválida — ignorada
3135,vencimento,C/APRES.,Data inválida — ignorada
3135,data_emissao_recebimento,,Data inválida — ignorada
3136,vencimento,C/APRES,Data inválida — ignorada
3137,vencimento,C/APRES,Data inválida — ignorada
3137,data_emissao_recebimento,,Data inválida — ignorada
3138,vencimento,C/APRES,Data inválida — ignorada
3139,vencimento,C/APRES.,Data inválida — ignorada
3139,data_emissao_recebimento,,Data inválida — ignorada
3140,vencimento,C/APRES.,Data inválida — ignorada
3140,data_emissao_recebimento,,Data inválida — ignorada
3141,vencimento,C/APRES.,Data inválida — ignorada
3141,data_emissao_recebimento,,Data inválida — ignorada
3142,vencimento,C/APRES.,Data inválida — ignorada
3142,data_emissao_recebimento,,Data inválida — ignorada
3143,vencimento,C/APRES.,Data inválida — ignorada
3143,data_emissao_recebimento,,Data inválida — ignorada
3144,vencimento,C/APRES.,Data inválida — ignorada
3144,data_emissao_recebimento,,Data inválida — ignorada
3145,vencimento,C/APRES.,Data inválida — ignorada
