linha,coluna,valor,motivo
637,data_emissao_recebimento,,Data inválida — ignorada
638,data_emissao_recebimento,,Data inválida — ignorada
639,data_emissao_recebimento,,Data inválida — ignorada
640,data_emissao_recebimento,,Data inválida — ignorada
641,data_emissao_recebimento,,Data inválida — ignorada
642,data_emissao_recebimento,,Data inválida — ignorada
643,data_emissao_recebimento,,Data inválida — ignorada
644,data_emissao_recebimento,,Data inválida — ignorada
645,data_emissao_recebimento,,Data inválida — ignorada
646,data_emissao_recebimento,,Data inválida — ignorada
647,data_emissao_recebimento,,Data inválida — ignorada
648,data_emissao_recebimento,,Data inválida — ignorada
649,data_emissao_recebimento,,Data inválida — ignorada
650,data_emissao_recebimento,,Data inválida — ignorada
651,data_emissao_recebimento,,Data inválida — ignorada
652,data_emissao_recebimento,,Data inválida — ignorada
653,data_emissao_recebimento,,Data inválida — ignorada
654,vencimento,C/APRES,Data inválida — ignorada
654,data_emissao_recebimento,,Data inválida — ignorada
655,vencimento,C/APRES,Data inválida — ignorada
655,data_emissao_recebimento,,Data inválida — ignorada
656,data_emissao_recebimento,,Data inválida — ignorada
657,vencimento,C/APRES,Data inválida — ignorada
657,data_emissao_recebimento,,Data inválida — ignorada
658,data_emissao_recebimento,,Data inválida — ignorada
659,data_emissao_recebimento,,Data inválida — ignorada
660,vencimento,30DFM,Data inválida — ignorada
660,data_emissao_recebimento,,Data inválida — ignorada
661,vencimento,30DFM,Data inválida — ignorada
661,data_emissao_recebimento,,Data inválida — ignorada
662,vencimento,30DFM,Data inválida — ignorada
662,data_emissao_recebimento,,Data inválida — ignorada
663,vencimento,30DFM,Data inválida — ignorada
663,data_emissao_recebimento,,Data inválida — ignorada
664,data_emissao_recebimento,,Data inválida — ignorada
665,vencimento,Bonificado,Data inválida — ignorada
665,data_emissao_recebimento,,Data inválida — ignorada
666,data_emissao_recebimento,,Data inválida — ignorada
667,data_emissao_recebimento,,Data inválida — ignorada
668,vencimento,60DFM,Data inválida — ignorada
668,data_emissao_recebimento,,Data inválida — ignorada
669,data_emissao_recebimento,,Data inválida — ignorada
670,data_emissao_recebimento,,Data inválida — ignorada
671,vencimento,C/APRES,Data inválida — ignorada
671,data_emissao_recebimento,,Data inválida — ignorada
672,data_emissao_recebimento,,Data inválida — ignorada
673,data_emissao_recebimento,,Data inválida — ignorada
674,data_emissao_recebimento,,Data inválida — ignorada
675,data_emissao_recebimento,,Data inválida — ignorada
676,data_emissao_recebimento,,Data inválida — ignorada
677,data_emissao_recebimento,,Data inválida — ignorada
678,data_emissao_recebimento,,Data inválida — ignorada
679,data_emissao_recebimento,,Data inválida — ignorada
680,data_emissao_recebimento,,Data inválida — ignorada
681,vencimento,C/APRES,Data inválida — ignorada
681,data_emissao_recebimento,,Data inválida — ignorada
682,vencimento,C/APRES,Data inválida — ignorada
682,data_emissao_recebimento,,Data inválida — ignorada
683,data_emissao_recebimento,,Data inválida — ignorada
684,data_emissao_recebimento,,Data inválida — ignorada
685,data_emissao_recebimento,,Data inválida — ignorada
686,vencimento,C/APRES,Data inválida — ignorada
686,data_emissao_recebimento,,Data inválida — ignorada
687,data_emissao_recebimento,,Data inválida — ignorada
688,data_final_veiculacao,99/99/9999,Data inválida — ignorada
688,data_emissao_recebimento,,Data inválida — ignorada
688,data_inicial_veiculacao,99/99/9999,Data inválida — ignorada
689,data_emissao_recebimento,,Data inválida — ignorada
690,data_final_veiculacao,99/99/9999,Data inválida — ignorada
690,data_emissao_recebimento,,Data inválida — ignorada
690,data_inicial_veiculacao,99/99/9999,Data inválida — ignorada
691,data_final_veiculacao,99/99/9999,Data inválida — ignorada
691,data_emissao_recebimento,,Data inválida — ignorada
691,data_inicial_veiculacao,99/99/9999,Data inválida — ignorada
692,data_emissao_recebimento,,Data inválida — ignorada
693,data_emissao_recebimento,,Data inválida — ignorada
694,data_final_veiculacao,99/99/9999,Data inválida — ignorada
694,data_emissao_recebimento,,Data inválida — ignorada
694,data_inicial_veiculacao,99/99/9999,Data inválida — ignorada
695,data_final_veiculacao,99/99/9999,Data inválida — ignorada
695,data_emissao_recebimento,,Data inválida — ignorada
695,data_inicial_veiculacao,99/99/9999,Data inválida — ignorada
696,data_emissao_recebimento,,Data inválida — ignorada
697,data_emissao_recebimento,,Data inválida — ignorada
698,data_emissao_recebimento,,Data inválida — ignorada
699,data_emissao_recebimento,,Data inválida — ignorada
700,data_emissao_recebimento,,Data inválida — ignorada
701,data_emissao_recebimento,,Data inválida — ignorada
702,data_emissao_recebimento,,Data inválida — ignorada
703,data_emissao_recebimento,,Data inválida — ignorada
704,data_emissao_recebimento,,Data inválida — ignorada
705,vencimento,C/APRES,Data inválida — ignorada
705,data_emissao_recebimento,,Data inválida — ignorada
706,data_emissao_recebimento,,Data inválida — ignorada
707,data_emissao_recebimento,,Data inválida — ignorada
708,data_emissao_recebimento,,Data inválida — ignorada
709,data_emissao_recebimento,,Data inválida — ignorada
710,data_emissao_recebimento,,Data inválida — ignorada
711,vencimento,C/APRES,Data inválida — ignorada
711,data_emissao_recebimento,,Data inválida — ignorada
712,data_emissao_recebimento,,Data inválida — ignorada
713,vencimento,45DFM,Data inválida — ignorada
713,data_emissao_recebimento,,Data inválida — ignorada
714,data_emissao_recebimento,,Data inválida — ignorada
715,data_emissao_recebimento,,Data inválida — ignorada
716,data_emissao_recebimento,,Data inválida — ignorada
717,vencimento,45DFM,Data inválida — ignorada
717,data_emissao_recebimento,,Data inválida — ignorada
718,data_emissao_recebimento,,Data inválida — ignorada
719,data_emissao_recebimento,,Data inválida — ignorada
720,data_emissao_recebimento,,Data inválida — ignorada
721,vencimento,Bonificado,Data inválida — ignorada
721,data_emissao_recebimento,,Data inválida — ignorada
722,data_emissao_recebimento,,Data inválida — ignorada
723,data_final_veiculacao,99/99/9999,Data inválida — ignorada
723,vencimento,Bonificado,Data inválida — ignorada
723,data_emissao_recebimento,,Data inválida — ignorada
723,data_inicial_veiculacao,99/99/9999,Data inválida — ignorada
724,data_emissao_recebimento,,Data inválida — ignorada
725,data_emissao_recebimento,,Data inválida — ignorada
726,vencimento,15DFM,Data inválida — ignorada
726,data_emissao_recebimento,,Data inválida — ignorada
727,vencimento,C/APRES,Data inválida — ignorada
727,data_emissao_recebimento,,Data inválida — ignorada
728,vencimento,C/APRES,Data inválida — ignorada
728,data_emissao_recebimento,,Data inválida — ignorada
729,data_emissao_recebimento,,Data inválida — ignorada
730,data_emissao_recebimento,,Data inválida — ignorada
731,data_emissao_recebimento,,Data inválida — ignorada
732,data_emissao_recebimento,,Data inválida — ignorada
733,data_emissao_recebimento,,Data inválida — ignorada
734,data_emissao_recebimento,,Data inválida — ignorada
735,data_emissao_recebimento,,Data inválida — ignorada
736,vencimento,C/APRES,Data inválida — ignorada
736,data_emissao_recebimento,,Data inválida — ignorada
737,data_emissao_recebimento,,Data inválida — ignorada
738,data_emissao_recebimento,,Data inválida — ignorada
739,data_emissao_recebimento,,Data inválida — ignorada
740,data_emissao_recebimento,,Data inválida — ignorada
741,data_emissao_recebimento,,Data inválida — ignorada
742,data_emissao_recebimento,,Data inválida — ignorada
743,vencimento,C/APRES,Data inválida — ignorada
743,data_emissao_recebimento,,Data inválida — ignorada
744,vencimento,C/APRES,Data inválida — ignorada
744,data_emissao_recebimento,,Data inválida — ignorada
745,vencimento,C/APRES,Data inválida — ignorada
745,data_emissao_recebimento,,Data inválida — ignorada
746,vencimento,C/APRES,Data inválida — ignorada
746,data_emissao_recebimento,,Data inválida — ignorada
747,vencimento,C/APRES,Data inválida — ignorada
747,data_emissao_recebimento,,Data inválida — ignorada
748,vencimento,C/APRES,Data inválida — ignorada
748,data_emissao_recebimento,,Data inválida — ignorada
749,vencimento,C/APRES,Data inválida — ignorada
749,data_emissao_recebimento,,Data inválida — ignorada
750,data_emissao_recebimento,,Data inválida — ignorada
751,vencimento,C/APRES,Data inválida — ignorada
751,data_emissao_recebimento,,Data inválida — ignorada
752,vencimento,C/APRES,Data inválida — ignorada
752,data_emissao_recebimento,,Data inválida — ignorada
753,vencimento,30DFM,Data inválida — ignorada
753,data_emissao_recebimento,,Data inválida — ignorada
754,data_emissao_recebimento,,Data inválida — ignorada
755,data_emissao_recebimento,,Data inválida — ignorada
756,data_emissao_recebimento,,Data inválida — ignorada
757,vencimento,C/APRES,Data inválida — ignorada
757,data_emissao_recebimento,,Data inválida — ignorada
758,data_emissao_recebimento,,Data inválida — ignorada
759,data_emissao_recebimento,,Data inválida — ignorada
760,data_emissao_recebimento,,Data inválida — ignorada
761,data_emissao_recebimento,,Data inválida — ignorada
762,data_emissao_recebimento,,Data inválida — ignorada
763,vencimento,C/APRES,Data inválida — ignorada
763,data_emissao_recebimento,,Data inválida — ignorada
764,data_emissao_recebimento,,Data inválida — ignorada
765,data_emissao_recebimento,,Data inválida — ignorada
766,vencimento,99/99/9999,Data inválida — ignorada
766,data_emissao_recebimento,,Data inválida — ignorada
767,data_emissao_recebimento,,Data inválida — ignorada
768,data_emissao_recebimento,,Data inválida — ignorada
769,data_emissao_recebimento,,Data inválida — ignorada
770,data_emissao_recebimento,,Data inválida — ignorada
771,data_emissao_recebimento,,Data inválida — ignorada
772,data_emissao_recebimento,,Data inválida — ignorada
773,data_emissao_recebimento,,Data inválida — ignorada
774,vencimento,C/APRES,Data inválida — ignorada
774,data_emissao_recebimento,,Data inválida — ignorada
775,vencimento,30DFM,Data inválida — ignorada
775,data_emissao_recebimento,,Data inválida — ignorada
776,vencimento,30DFM,Data inválida — ignorada
776,data_emissao_recebimento,,Data inválida — ignorada
777,vencimento,30DFM,Data inválida — ignorada
777,data_emissao_recebimento,,Data inválida — ignorada
778,data_emissao_recebimento,,Data inválida — ignorada
779,vencimento,C/APRES,Data inválida — ignorada
779,data_emissao_recebimento,,Data inválida — ignorada
780,data_emissao_recebimento,,Data inválida — ignorada
781,vencimento,C/APRES,Data inválida — ignorada
781,data_emissao_recebimento,,Data inválida — ignorada
783,vencimento,C/APRES,Data inválida — ignorada
783,data_emissao_recebimento,,Data inválida — ignorada
784,vencimento,C/APRES,Data inválida — ignorada
784,data_emissao_recebimento,,Data inválida — ignorada
785,data_emissao_recebimento,,Data inválida — ignorada
786,vencimento,C/APRES,Data inválida — ignorada
786,data_emissao_recebimento,,Data inválida — ignorada
787,vencimento,C/APRES,Data inválida — ignorada
787,data_emissao_recebimento,,Data inválida — ignorada
788,vencimento,C/APRES,Data inválida — ignorada
788,data_emissao_recebimento,,Data inválida — ignorada
789,data_emissao_recebimento,,Data inválida — ignorada
790,data_emissao_recebimento,,Data inválida — ignorada
791,data_emissao_recebimento,,Data inválida — ignorada
792,data_emissao_recebimento,,Data inválida — ignorada
793,vencimento,C/APRES,Data inválida — ignorada
793,data_emissao_recebimento,,Data inválida — ignorada
794,data_emissao_recebimento,,Data inválida — ignorada
795,data_final_veiculacao,99/99/9999,Data inválida — ignorada
795,data_emissao_recebimento,,Data inválida — ignorada
795,data_inicial_veiculacao,99/99/9999,Data inválida — ignorada
796,vencimento,C/APRES,Data inválida — ignorada
796,data_emissao_recebimento,,Data inválida — ignorada
797,vencimento,C/APRES,Data inválida — ignorada
797,data_emissao_recebimento,,Data inválida — ignorada
798,vencimento,C/APRES,Data inválida — ignorada
798,data_emissao_recebimento,,Data inválida — ignorada
799,vencimento,C/APRES,Data inválida — ignorada
799,data_emissao_recebimento,,Data inválida — ignorada
800,vencimento,C/APRES,Data inválida — ignorada
800,data_emissao_recebimento,,Data inválida — ignorada
801,data_emissao_recebimento,,Data inválida — ignorada
802,data_emissao_recebimento,,Data inválida — ignorada
803,data_emissao_recebimento,,Data inválida — ignorada
804,data_emissao_recebimento,,Data inválida — ignorada
805,data_emissao_recebimento,,Data inválida — ignorada
806,data_emissao_recebimento,,Data inválida — ignorada
807,data_emissao_recebimento,,Data inválida — ignorada
808,data_emissao_recebimento,,Data inválida — ignorada
809,data_final_veiculacao,99/99/9999,Data inválida — ignorada
809,vencimento,Bonificado,Data inválida — ignorada
809,data_emissao_recebimento,,Data inválida — ignorada
809,data_inicial_veiculacao,99/99/9999,Data inválida — ignorada
810,data_emissao_recebimento,,Data inválida — ignorada
811,data_emissao_recebimento,,Data inválida — ignorada
812,data_emissao_recebimento,,Data inválida — ignorada
813,data_emissao_recebimento,,Data inválida — ignorada
814,data_emissao_recebimento,,Data inválida — ignorada
815,data_emissao_recebimento,,Data inválida — ignorada
816,data_final_veiculacao,99/99/9999,Data inválida — ignorada
816,data_emissao_recebimento,,Data inválida — ignorada
816,data_inicial_veiculacao,99/99/9999,Data inválida — ignorada
817,data_final_veiculacao,99/99/9999,Data inválida — ignorada
817,data_emissao_recebimento,,Data inválida — ignorada
817,data_inicial_veiculacao,99/99/9999,Data inválida — ignorada
818,data_final_veiculacao,99/99/9999,Data inválida — ignorada
818,data_emissao_recebimento,,Data inválida — ignorada
818,data_inicial_veiculacao,99/99/9999,Data inválida — ignorada
819,data_emissao_recebimento,,Data inválida — ignorada
820,data_emissao_recebimento,,Data inválida — ignorada
821,data_emissao_recebimento,,Data inválida — ignorada
822,data_emissao_recebimento,,Data inválida — ignorada
823,data_emissao_recebimento,,Data inválida — ignorada
824,data_emissao_recebimento,,Data inválida — ignorada
825,data_emissao_recebimento,,Data inválida — ignorada
826,data_emissao_recebimento,,Data inválida — ignorada
827,data_emissao_recebimento,,Data inválida — ignorada
828,data_emissao_recebimento,,Data inválida — ignorada
829,vencimento,Bonificado,Data inválida — ignorada
829,data_emissao_recebimento,,Data inválida — ignorada
830,vencimento,C/APRES,Data inválida — ignorada
830,data_emissao_recebimento,,Data inválida — ignorada
831,data_emissao_recebimento,,Data inválida — ignorada
832,vencimento,99/99/9999,Data inválida — ignorada
832,data_emissao_recebimento,,Data inválida — ignorada
833,data_emissao_recebimento,,Data inválida — ignorada
834,data_emissao_recebimento,,Data inválida — ignorada
835,data_emissao_recebimento,,Data inválida — ignorada
836,data_emissao_recebimento,,Data inválida — ignorada
837,data_emissao_recebimento,,Data inválida — ignorada
838,data_emissao_recebimento,,Data inválida — ignorada
839,data_emissao_recebimento,,Data inválida — ignorada
840,data_emissao_recebimento,,Data inválida — ignorada
841,data_emissao_recebimento,,Data inválida — ignorada
842,data_emissao_recebimento,,Data inválida — ignorada
843,data_emissao_recebimento,,Data inválida — ignorada
844,data_emissao_recebimento,,Data inválida — ignorada
845,data_emissao_recebimento,,Data inválida — ignorada
846,data_emissao_recebimento,,Data inválida — ignorada
847,data_emissao_recebimento,,Data inválida — ignorada
848,data_emissao_recebimento,,Data inválida — ignorada
849,data_emissao_recebimento,,Data inválida — ignorada
850,data_emissao_recebimento,,Data inválida — ignorada
851,data_emissao_recebimento,,Data inválida — ignorada
852,data_emissao_recebimento,,Data inválida — ignorada
853,data_emissao_recebimento,,Data inválida — ignorada
854,data_emissao_recebimento,,Data inválida — ignorada
855,data_emissao_recebimento,,Data inválida — ignorada
856,data_emissao_recebimento,,Data inválida — ignorada
857,data_emissao_recebimento,,Data inválida — ignorada
858,data_emissao_recebimento,,Data inválida — ignorada
859,data_final_veiculacao,99/99/9999,Data inválida — ignorada
859,data_emissao_recebimento,,Data inválida — ignorada
859,data_inicial_veiculacao,99/99/9999,Data inválida — ignorada
860,data_emissao_recebimento,,Data inválida — ignorada
861,data_emissao_recebimento,,Data inválida — ignorada
862,data_emissao_recebimento,,Data inválida — ignorada
863,data_emissao_recebimento,,Data inválida — ignorada
864,data_emissao_recebimento,,Data inválida — ignorada
865,data_emissao_recebimento,,Data inválida — ignorada
866,vencimento,15DFM,Data inválida — ignorada
866,data_emissao_recebimento,,Data inválida — ignorada
867,data_emissao_recebimento,,Data inválida — ignorada
868,data_emissao_recebimento,,Data inválida — ignorada
869,data_emissao_recebimento,,Data inválida — ignorada
870,data_emissao_recebimento,,Data inválida — ignorada
871,data_emissao_recebimento,,Data inválida — ignorada
872,data_emissao_recebimento,,Data inválida — ignorada
873,data_emissao_recebimento,,Data inválida — ignorada
874,data_emissao_recebimento,,Data inválida — ignorada
875,data_emissao_recebimento,,Data inválida — ignorada
876,vencimento,99/99/9999,Data inválida — ignorada
876,data_emissao_recebimento,,Data inválida — ignorada
877,data_emissao_recebimento,,Data inválida — ignorada
878,data_emissao_recebimento,,Data inválida — ignorada
879,data_emissao_recebimento,,Data inválida — ignorada
880,data_emissao_recebimento,,Data inválida — ignorada
881,data_emissao_recebimento,,Data inválida — ignorada
882,data_emissao_recebimento,,Data inválida — ignorada
883,data_emissao_recebimento,,Data inválida — ignorada
884,data_emissao_recebimento,,Data inválida — ignorada
885,data_emissao_recebimento,,Data inválida — ignorada
886,data_emissao_recebimento,,Data inválida — ignorada
887,data_emissao_recebimento,,Data inválida — ignorada
888,data_emissao_recebimento,,Data inválida — ignorada
889,vencimento,C/APRES,Data inválida — ignorada
889,data_emissao_recebimento,,Data inválida — ignorada
890,data_emissao_recebimento,,Data inválida — ignorada
891,data_emissao_recebimento,,Data inválida — ignorada
892,data_emissao_recebimento,,Data inválida — ignorada
893,data_emissao_recebimento,,Data inválida — ignorada
894,data_emissao_recebimento,,Data inválida — ignorada
895,data_emissao_recebimento,,Data inválida — ignorada
896,data_final_veiculacao,99/99/9999,Data inválida — ignorada
896,data_emissao_recebimento,,Data inválida — ignorada
896,data_inicial_veiculacao,99/99/9999,Data inválida — ignorada
897,data_emissao_recebimento,,Data inválida — ignorada
898,data_emissao_recebimento,,Data inválida — ignorada
899,data_emissao_recebimento,,Data inválida — ignorada
900,data_emissao_recebimento,,Data inválida — ignorada
901,data_emissao_recebimento,,Data inválida — ignorada
902,data_emissao_recebimento,,Data inválida — ignorada
903,vencimento,30DFM,Data inválida — ignorada
903,data_emissao_recebimento,,Data inválida — ignorada
904,data_emissao_recebimento,,Data inválida — ignorada
905,data_emissao_recebimento,,Data inválida — ignorada
906,data_emissao_recebimento,,Data inválida — ignorada
907,data_emissao_recebimento,,Data inválida — ignorada
908,data_emissao_recebimento,,Data inválida — ignorada
909,data_emissao_recebimento,,Data inválida — ignorada
910,data_emissao_recebimento,,Data inválida — ignorada
911,data_emissao_recebimento,,Data inválida — ignorada
912,data_emissao_recebimento,,Data inválida — ignorada
913,data_emissao_recebimento,,Data inválida — ignorada
914,data_emissao_recebimento,,Data inválida — ignorada
915,data_emissao_recebimento,,Data inválida — ignorada
916,data_emissao_recebimento,,Data inválida — ignorada
917,data_emissao_recebimento,,Data inválida — ignorada
918,data_emissao_recebimento,,Data inválida — ignorada
919,vencimento,C/APRES,Data inválida — ignorada
919,data_emissao_recebimento,,Data inválida — ignorada
920,vencimento,C/APRES,Data inválida — ignorada
920,data_emissao_recebimento,,Data inválida — ignorada
921,vencimento,C/APRES,Data inválida — ignorada
921,data_emissao_recebimento,,Data inválida — ignorada
922,data_emissao_recebimento,,Data inválida — ignorada
923,data_emissao_recebimento,,Data inválida — ignorada
924,data_emissao_recebimento,,Data inválida — ignorada
925,data_emissao_recebimento,,Data inválida — ignorada
926,data_emissao_recebimento,,Data inválida — ignorada
927,data_emissao_recebimento,,Data inválida — ignorada
928,data_emissao_recebimento,,Data inválida — ignorada
929,data_emissao_recebimento,,Data inválida — ignorada
930,data_emissao_recebimento,,Data inválida — ignorada
931,data_emissao_recebimento,,Data inválida — ignorada
932,data_emissao_recebimento,,Data inválida — ignorada
933,vencimento,30DFM,Data inválida — ignorada
933,data_emissao_recebimento,,Data inválida — ignorada
934,vencimento,30DFM,Data inválida — ignorada
934,data_emissao_recebimento,,Data inválida — ignorada
935,data_emissao_recebimento,,Data inválida — ignorada
936,data_emissao_recebimento,,Data inválida — ignorada
937,data_emissao_recebimento,,Data inválida — ignorada
938,vencimento,C/APRES,Data inválida — ignorada
938,data_emissao_recebimento,,Data inválida — ignorada
939,vencimento,C/APRES,Data inválida — ignorada
939,data_emissao_recebimento,,Data inválida — ignorada
940,vencimento,C/APRES,Data inválida — ignorada
940,data_emissao_recebimento,,Data inválida — ignorada
941,vencimento,C/APRES,Data inválida — ignorada
941,data_emissao_recebimento,,Data inválida — ignorada
942,data_emissao_recebimento,,Data inválida — ignorada
943,data_emissao_recebimento,,Data inválida — ignorada
944,data_emissao_recebimento,,Data inválida — ignorada
945,data_emissao_recebimento,,Data inválida — ignorada
946,data_emissao_recebimento,,Data inválida — ignorada
947,data_emissao_recebimento,,Data inválida — ignorada
948,data_emissao_recebimento,,Data inválida — ignorada
949,data_emissao_recebimento,,Data inválida — ignorada
950,data_emissao_recebimento,,Data inválida — ignorada
951,data_emissao_recebimento,,Data inválida — ignorada
952,data_emissao_recebimento,,Data inválida — ignorada
953,data_emissao_recebimento,,Data inválida — ignorada
954,data_emissao_recebimento,,Data inválida — ignorada
955,data_final_veiculacao,99/99/9999,Data inválida — ignorada
955,data_emissao_recebimento,,Data inválida — ignorada
955,data_inicial_veiculacao,99/99/9999,Data inválida — ignorada
956,data_emissao_recebimento,,Data inválida — ignorada
957,data_emissao_recebimento,,Data inválida — ignorada
958,data_emissao_recebimento,,Data inválida — ignorada
959,data_emissao_recebimento,,Data inválida — ignorada
960,data_emissao_recebimento,,Data inválida — ignorada
961,vencimento,C/APRES,Data inválida — ignorada
961,data_emissao_recebimento,,Data inválida — ignorada
962,vencimento,C/APRES,Data inválida — ignorada
962,data_emissao_recebimento,,Data inválida — ignorada
963,data_emissao_recebimento,,Data inválida — ignorada
964,data_emissao_recebimento,,Data inválida — ignorada
965,data_emissao_recebimento,,Data inválida — ignorada
966,data_emissao_recebimento,,Data inválida — ignorada
967,data_emissao_recebimento,,Data inválida — ignorada
968,data_emissao_recebimento,,Data inválida — ignorada
969,data_emissao_recebimento,,Data inválida — ignorada
970,vencimento,C/APRES,Data inválida — ignorada
970,data_emissao_recebimento,,Data inválida — ignorada
971,vencimento,C/APRES,Data inválida — ignorada
971,data_emissao_recebimento,,Data inválida — ignorada
972,vencimento,C/APRES,Data inválida — ignorada
972,data_emissao_recebimento,,Data inválida — ignorada
973,vencimento,C/APRES,Data inválida — ignorada
974,vencimento,C/APRES,Data inválida — ignorada
975,vencimento,C/APRES,Data inválida — ignorada
975,data_emissao_recebimento,,Data inválida — ignorada
976,vencimento,C/APRES,Data inválida — ignorada
976,data_emissao_recebimento,,Data inválida — ignorada
977,vencimento,C/APRES,Data inválida — ignorada
977,data_emissao_recebimento,,Data inválida — ignorada
978,vencimento,C/APRES,Data inválida — ignorada
978,data_emissao_recebimento,,Data inválida — ignorada
979,vencimento,C/APRES,Data inválida — ignorada
979,data_emissao_recebimento,,Data inválida — ignorada
980,vencimento,C/APRES,Data inválida — ignorada
980,data_emissao_recebimento,,Data inválida — ignorada
981,data_emissao_recebimento,,Data inválida — ignorada
982,data_emissao_recebimento,,Data inválida — ignorada
983,data_emissao_recebimento,,Data inválida — ignorada
984,data_emissao_recebimento,,Data inválida — ignorada
985,data_emissao_recebimento,,Data inválida — ignorada
986,vencimento,C/APRES,Data inválida — ignorada
986,data_emissao_recebimento,,Data inválida — ignorada
987,vencimento,30DFM,Data inválida — ignorada
987,data_emissao_recebimento,,Data inválida — ignorada
988,vencimento,C/APRES,Data inválida — ignorada
988,data_emissao_recebimento,,Data inválida — ignorada
989,data_emissao_recebimento,,Data inválida — ignorada
990,vencimento,15DFM,Data inválida — ignorada
990,data_emissao_recebimento,,Data inválida — ignorada
991,data_emissao_recebimento,,Data inválida — ignorada
992,data_emissao_recebimento,,Data inválida — ignorada
993,data_emissao_recebimento,,Data inválida — ignorada
994,data_emissao_recebimento,,Data inválida — ignorada
995,data_emissao_recebimento,,Data inválida — ignorada
996,vencimento,C/APRES,Data inválida — ignorada
996,data_emissao_recebimento,,Data inválida — ignorada
997,data_emissao_recebimento,,Data inválida — ignorada
998,data_emissao_recebimento,,Data inválida — ignorada
999,data_emissao_recebimento,,Data inválida — ignorada
1000,data_emissao_recebimento,,Data inválida — ignorada
1001,data_emissao_recebimento,,Data inválida — ignorada
1002,data_emissao_recebimento,,Data inválida — ignorada
1003,data_emissao_recebimento,,Data inválida — ignorada
1004,vencimento,C/APRES,Data inválida — ignorada
1004,data_emissao_recebimento,,Data inválida — ignorada
1005,data_emissao_recebimento,,Data inválida — ignorada
1006,data_emissao_recebimento,,Data inválida — ignorada
1007,data_emissao_recebimento,,Data inválida — ignorada
1008,vencimento,C/APRES,Data inválida — ignorada
1008,data_emissao_recebimento,,Data inválida — ignorada
1009,data_emissao_recebimento,,Data inválida — ignorada
1010,data_emissao_recebimento,,Data inválida — ignorada
1011,data_emissao_recebimento,,Data inválida — ignorada
1012,data_emissao_recebimento,,Data inválida — ignorada
1013,data_emissao_recebimento,,Data inválida — ignorada
1014,data_emissao_recebimento,,Data inválida — ignorada
1015,data_emissao_recebimento,,Data inválida — ignorada
1016,vencimento,15DFM,Data inválida — ignorada
1016,data_emissao_recebimento,,Data inválida — ignorada
1017,vencimento,Via programática,Data inválida — ignorada
1017,data_emissao_recebimento,,Data inválida — ignorada
1018,vencimento,15DFM,Data inválida — ignorada
1018,data_emissao_recebimento,,Data inválida — ignorada
1019,data_emissao_recebimento,,Data inválida — ignorada
1020,data_emissao_recebimento,,Data inválida — ignorada
1021,vencimento,C/APRES,Data inválida — ignorada
1021,data_emissao_recebimento,,Data inválida — ignorada
1022,data_emissao_recebimento,,Data inválida — ignorada
1023,vencimento,C/APRES,Data inválida — ignorada
1023,data_emissao_recebimento,,Data inválida — ignorada
1024,data_emissao_recebimento,,Data inválida — ignorada
1025,data_emissao_recebimento,,Data inválida — ignorada
1026,vencimento,15DFM,Data inválida — ignorada
1026,data_emissao_recebimento,,Data inválida — ignorada
1027,vencimento,15DFM,Data inválida — ignorada
1027,data_emissao_recebimento,,Data inválida — ignorada
1028,data_emissao_recebimento,,Data inválida — ignorada
1029,data_emissao_recebimento,,Data inválida — ignorada
1030,vencimento,C/APRES,Data inválida — ignorada
1030,data_emissao_recebimento,,Data inválida — ignorada
1031,vencimento,C/APRES,Data inválida — ignorada
1031,data_emissao_recebimento,,Data inválida — ignorada
1032,data_final_veiculacao,99/99/9999,Data inválida — ignorada
1032,data_emissao_recebimento,,Data inválida — ignorada
1032,data_inicial_veiculacao,99/99/9999,Data inválida — ignorada
1033,data_emissao_recebimento,,Data inválida — ignorada
1034,data_emissao_recebimento,,Data inválida — ignorada
1035,vencimento,C/APRES,Data inválida — ignorada
1035,data_emissao_recebimento,,Data inválida — ignorada
1036,vencimento,C/APRES,Data inválida — ignorada
1036,data_emissao_recebimento,,Data inválida — ignorada
1037,data_final_veiculacao,99/99/9999,Data inválida — ignorada
1037,data_emissao_recebimento,,Data inválida — ignorada
1037,data_inicial_veiculacao,99/99/9999,Data inválida — ignorada
1038,data_emissao_recebimento,,Data inválida — ignorada
1039,data_emissao_recebimento,,Data inválida — ignorada
1040,data_emissao_recebimento,,Data inválida — ignorada
1041,data_emissao_recebimento,,Data inválida — ignorada
1042,vencimento,C/APRES,Data inválida — ignorada
1042,data_emissao_recebimento,,Data inválida — ignorada
1043,data_emissao_recebimento,,Data inválida — ignorada
1044,data_emissao_recebimento,,Data inválida — ignorada
1045,vencimento,C/APRES,Data inválida — ignorada
1045,data_emissao_recebimento,,Data inválida — ignorada
1046,data_emissao_recebimento,,Data inválida — ignorada
1047,vencimento,15DFM,Data inválida — ignorada
1047,data_emissao_recebimento,,Data inválida — ignorada
1048,data_emissao_recebimento,,Data inválida — ignorada
1049,data_emissao_recebimento,,Data inválida — ignorada
1050,data_emissao_recebimento,,Data inválida — ignorada
1051,data_emissao_recebimento,,Data inválida — ignorada
1052,data_final_veiculacao,99/99/9999,Data inválida — ignorada
1052,vencimento,51DFM,Data inválida — ignorada
1052,data_emissao_recebimento,,Data inválida — ignorada
1052,data_inicial_veiculacao,99/99/9999,Data inválida — ignorada
1053,vencimento,C/APRES,Data inválida — ignorada
